Region,Country,Year,Age,Gender,Literacy rate
Northern Africa and Western Asia,Tunisia,2010,15+,total,79.13%
Northern Africa and Western Asia,Tunisia,2010,15-24,female,96.09%
Northern Africa and Western Asia,Tunisia,2010,15-24,male,98.21%
Northern Africa and Western Asia,Tunisia,2010,15-24,total,97.17%
Northern Africa and Western Asia,Tunisia,2010,25-64,female,70.52%
Northern Africa and Western Asia,Tunisia,2010,25-64,male,90.15%
Northern Africa and Western Asia,Tunisia,2010,25-64,total,80.09%
Northern Africa and Western Asia,Tunisia,2010,65+,female,9.22%
Northern Africa and Western Asia,Tunisia,2010,65+,male,37.64%
Northern Africa and Western Asia,Tunisia,2010,65+,total,23.33%
Northern Africa and Western Asia,Tunisia,2011,15+,female,71.73%
Northern Africa and Western Asia,Tunisia,2011,15+,male,87.76%
Northern Africa and Western Asia,Tunisia,2011,15+,total,79.65%
Northern Africa and Western Asia,Tunisia,2011,15-24,female,96.32%
Northern Africa and Western Asia,Tunisia,2011,15-24,male,98.24%
Northern Africa and Western Asia,Tunisia,2011,15-24,total,97.30%
Northern Africa and Western Asia,Tunisia,2011,25-64,female,71.71%
Northern Africa and Western Asia,Tunisia,2011,25-64,male,90.12%
Northern Africa and Western Asia,Tunisia,2011,25-64,total,80.70%
Northern Africa and Western Asia,Tunisia,2011,65+,female,9.65%
Northern Africa and Western Asia,Tunisia,2011,65+,male,40.00%
Northern Africa and Western Asia,Tunisia,2011,65+,total,24.32%
Northern Africa and Western Asia,Tunisia,2012,15+,female,72.16%
Northern Africa and Western Asia,Tunisia,2012,15+,male,88.48%
Northern Africa and Western Asia,Tunisia,2012,15+,total,80.22%
Northern Africa and Western Asia,Tunisia,2012,15-24,female,95.72%
Northern Africa and Western Asia,Tunisia,2012,15-24,male,97.97%
Northern Africa and Western Asia,Tunisia,2012,15-24,total,96.87%
Northern Africa and Western Asia,Tunisia,2012,25-64,female,72.03%
Northern Africa and Western Asia,Tunisia,2012,25-64,male,91.42%
Northern Africa and Western Asia,Tunisia,2012,25-64,total,81.49%
Northern Africa and Western Asia,Tunisia,2012,65+,female,10.98%
Northern Africa and Western Asia,Tunisia,2012,65+,male,41.17%
Northern Africa and Western Asia,Tunisia,2012,65+,total,25.97%
Northern Africa and Western Asia,Tunisia,2014,15+,female,72.22%
Northern Africa and Western Asia,Tunisia,2014,15+,male,86.06%
Northern Africa and Western Asia,Tunisia,2014,15+,total,79.04%
Northern Africa and Western Asia,Tunisia,2014,15-24,female,95.80%
Northern Africa and Western Asia,Tunisia,2014,15-24,male,96.61%
Northern Africa and Western Asia,Tunisia,2014,15-24,total,96.21%
Northern Africa and Western Asia,Tunisia,2014,25-64,female,73.81%
Northern Africa and Western Asia,Tunisia,2014,25-64,male,88.27%
Northern Africa and Western Asia,Tunisia,2014,25-64,total,80.89%
Northern Africa and Western Asia,Tunisia,2014,65+,female,24.38%
Northern Africa and Western Asia,Tunisia,2014,65+,male,55.79%
Northern Africa and Western Asia,Tunisia,2014,65+,total,39.77%
Northern Africa and Western Asia,Turkey,2010,15+,female,88.07%
Northern Africa and Western Asia,Turkey,2010,15+,male,97.30%
Northern Africa and Western Asia,Turkey,2010,15+,total,92.66%
Northern Africa and Western Asia,Turkey,2010,15-24,female,97.20%
Northern Africa and Western Asia,Turkey,2010,15-24,male,99.21%
Northern Africa and Western Asia,Turkey,2010,15-24,total,98.22%
Northern Africa and Western Asia,Turkey,2010,25-64,female,90.95%
Northern Africa and Western Asia,Turkey,2010,25-64,male,98.36%
Northern Africa and Western Asia,Turkey,2010,25-64,total,94.66%
Northern Africa and Western Asia,Turkey,2010,65+,female,50.41%
Northern Africa and Western Asia,Turkey,2010,65+,male,83.43%
Northern Africa and Western Asia,Turkey,2010,65+,total,65.00%
Northern Africa and Western Asia,Turkey,2011,15+,female,90.31%
Northern Africa and Western Asia,Turkey,2011,15+,male,97.93%
Northern Africa and Western Asia,Turkey,2011,15+,total,94.11%
Northern Africa and Western Asia,Turkey,2011,15-24,female,97.94%
Northern Africa and Western Asia,Turkey,2011,15-24,male,99.45%
Northern Africa and Western Asia,Turkey,2011,15-24,total,98.71%
Northern Africa and Western Asia,Turkey,2011,25-64,female,92.99%
Northern Africa and Western Asia,Turkey,2011,25-64,male,98.77%
Northern Africa and Western Asia,Turkey,2011,25-64,total,95.89%
Northern Africa and Western Asia,Turkey,2011,65+,female,57.99%
Northern Africa and Western Asia,Turkey,2011,65+,male,87.13%
Northern Africa and Western Asia,Turkey,2011,65+,total,70.80%
Northern Africa and Western Asia,Turkey,2012,15+,female,91.60%
Northern Africa and Western Asia,Turkey,2012,15+,male,98.26%
Northern Africa and Western Asia,Turkey,2012,15+,total,94.92%
Northern Africa and Western Asia,Turkey,2012,15-24,female,98.41%
Northern Africa and Western Asia,Turkey,2012,15-24,male,99.59%
Northern Africa and Western Asia,Turkey,2012,15-24,total,99.02%
Northern Africa and Western Asia,Turkey,2012,25-64,female,94.03%
Northern Africa and Western Asia,Turkey,2012,25-64,male,98.95%
Northern Africa and Western Asia,Turkey,2012,25-64,total,96.50%
Northern Africa and Western Asia,Turkey,2012,65+,female,63.18%
Northern Africa and Western Asia,Turkey,2012,65+,male,89.29%
Northern Africa and Western Asia,Turkey,2012,65+,total,74.63%
Northern Africa and Western Asia,Turkey,2013,15+,female,92.14%
Northern Africa and Western Asia,Turkey,2013,15+,male,98.40%
Northern Africa and Western Asia,Turkey,2013,15+,total,95.26%
Northern Africa and Western Asia,Turkey,2013,15-24,female,98.74%
Northern Africa and Western Asia,Turkey,2013,15-24,male,99.69%
Northern Africa and Western Asia,Turkey,2013,15-24,total,99.23%
Northern Africa and Western Asia,Turkey,2013,25-64,female,94.51%
Northern Africa and Western Asia,Turkey,2013,25-64,male,99.02%
Northern Africa and Western Asia,Turkey,2013,25-64,total,96.77%
Northern Africa and Western Asia,Turkey,2013,65+,female,65.09%
Northern Africa and Western Asia,Turkey,2013,65+,male,90.22%
Northern Africa and Western Asia,Turkey,2013,65+,total,76.08%
Northern Africa and Western Asia,Turkey,2014,15+,female,92.40%
Northern Africa and Western Asia,Turkey,2014,15+,male,98.50%
Northern Africa and Western Asia,Turkey,2014,15+,total,95.44%
Northern Africa and Western Asia,Turkey,2014,15-24,female,98.95%
Northern Africa and Western Asia,Turkey,2014,15-24,male,99.75%
Northern Africa and Western Asia,Turkey,2014,15-24,total,99.36%
Northern Africa and Western Asia,Turkey,2014,25-64,female,94.88%
Northern Africa and Western Asia,Turkey,2014,25-64,male,99.09%
Northern Africa and Western Asia,Turkey,2014,25-64,total,97.00%
Northern Africa and Western Asia,Turkey,2014,65+,female,66.23%
Northern Africa and Western Asia,Turkey,2014,65+,male,91.02%
Northern Africa and Western Asia,Turkey,2014,65+,total,77.08%
Northern Africa and Western Asia,Turkey,2015,15+,female,92.65%
Northern Africa and Western Asia,Turkey,2015,15+,male,98.58%
Northern Africa and Western Asia,Turkey,2015,15+,total,95.60%
Northern Africa and Western Asia,Turkey,2015,15-24,female,99.17%
Northern Africa and Western Asia,Turkey,2015,15-24,male,99.81%
Northern Africa and Western Asia,Turkey,2015,15-24,total,99.49%
Northern Africa and Western Asia,Turkey,2015,25-64,female,95.18%
Northern Africa and Western Asia,Turkey,2015,25-64,male,99.13%
Northern Africa and Western Asia,Turkey,2015,25-64,total,97.17%
Northern Africa and Western Asia,Turkey,2015,65+,female,67.43%
Northern Africa and Western Asia,Turkey,2015,65+,male,91.76%
Northern Africa and Western Asia,Turkey,2015,65+,total,78.09%
Northern Africa and Western Asia,Turkey,2016,15+,female,93.56%
Northern Africa and Western Asia,Turkey,2016,15+,male,98.78%
Northern Africa and Western Asia,Turkey,2016,15+,total,96.17%
Northern Africa and Western Asia,Turkey,2016,15-24,female,99.37%
Northern Africa and Western Asia,Turkey,2016,15-24,male,99.86%
Northern Africa and Western Asia,Turkey,2016,15-24,total,99.62%
Northern Africa and Western Asia,Turkey,2016,25-64,female,95.52%
Northern Africa and Western Asia,Turkey,2016,25-64,male,99.21%
Northern Africa and Western Asia,Turkey,2016,25-64,total,97.38%
Northern Africa and Western Asia,Turkey,2016,65+,female,81.25%
Northern Africa and Western Asia,Turkey,2016,65+,male,95.84%
Northern Africa and Western Asia,Turkey,2016,65+,total,88.13%
Northern Africa and Western Asia,Turkey,2017,15+,female,93.50%
Northern Africa and Western Asia,Turkey,2017,15+,male,98.82%
Northern Africa and Western Asia,Turkey,2017,15+,total,96.15%
Northern Africa and Western Asia,Turkey,2017,15-24,female,99.59%
Northern Africa and Western Asia,Turkey,2017,15-24,male,99.91%
Northern Africa and Western Asia,Turkey,2017,15-24,total,99.75%
Northern Africa and Western Asia,Turkey,2017,25-64,female,95.93%
Northern Africa and Western Asia,Turkey,2017,25-64,male,99.29%
Northern Africa and Western Asia,Turkey,2017,25-64,total,97.62%
Northern Africa and Western Asia,Turkey,2017,65+,female,70.43%
Northern Africa and Western Asia,Turkey,2017,65+,male,93.19%
Northern Africa and Western Asia,Turkey,2017,65+,total,80.44%
Oceania,Fiji,2017,15+,female,99.09%
Oceania,Fiji,2017,15+,male,99.08%
Oceania,Fiji,2017,15+,total,99.08%
Oceania,Fiji,2017,15-24,female,99.81%
Oceania,Fiji,2017,15-24,male,99.68%
Oceania,Fiji,2017,15-24,total,99.74%
Oceania,Fiji,2017,25-64,female,99.38%
Oceania,Fiji,2017,25-64,male,99.20%
Oceania,Fiji,2017,25-64,total,99.29%
Oceania,Fiji,2017,65+,female,94.42%
Oceania,Fiji,2017,65+,male,95.91%
Oceania,Fiji,2017,65+,total,95.13%
Oceania,Marshall Islands,2011,15+,female,98.20%
Oceania,Marshall Islands,2011,15+,male,98.33%
Oceania,Marshall Islands,2011,15+,total,98.27%
Oceania,Marshall Islands,2011,15-24,female,98.76%
Oceania,Marshall Islands,2011,15-24,male,98.17%
Oceania,Marshall Islands,2011,15-24,total,98.46%
Oceania,Marshall Islands,2011,25-64,female,98.81%
Oceania,Marshall Islands,2011,25-64,male,98.88%
Oceania,Marshall Islands,2011,25-64,total,98.84%
Oceania,Marshall Islands,2011,65+,female,84.66%
Oceania,Marshall Islands,2011,65+,male,92.79%
Oceania,Marshall Islands,2011,65+,total,89.41%
Oceania,New Caledonia ,2014,15+,female,97.50%
Oceania,New Caledonia ,2014,15+,male,98.14%
Oceania,New Caledonia ,2014,15+,total,97.80%
Oceania,New Caledonia ,2014,15-24,female,99.30%
Oceania,New Caledonia ,2014,15-24,male,99.18%
Oceania,New Caledonia ,2014,15-24,total,99.20%
Oceania,New Caledonia ,2014,25-64,female,98.70%
Oceania,New Caledonia ,2014,25-64,male,98.78%
Oceania,New Caledonia ,2014,25-64,total,98.80%
Oceania,New Caledonia ,2014,65+,female,88.40%
Oceania,New Caledonia ,2014,65+,male,92.93%
Oceania,New Caledonia ,2014,65+,total,90.60%
Oceania,Palau,2013,15+,female,99.53%
Oceania,Palau,2013,15+,male,99.47%
Oceania,Palau,2013,15+,total,99.50%
Oceania,Palau,2013,15-24,female,99.83%
Oceania,Palau,2013,15-24,male,99.77%
Oceania,Palau,2013,15-24,total,99.84%
Oceania,Palau,2013,25-64,female,99.71%
Oceania,Palau,2013,25-64,male,99.51%
Oceania,Palau,2013,25-64,total,99.60%
Oceania,Palau,2013,65+,female,98.21%
Oceania,Palau,2013,65+,male,98.49%
Oceania,Palau,2013,65+,total,98.34%
Oceania,Palau,2015,15+,female,96.34%
Oceania,Palau,2015,15+,male,96.81%
Oceania,Palau,2015,15+,total,96.59%
Oceania,Palau,2015,15-24,female,99.17%
Oceania,Palau,2015,15-24,male,98.25%
Oceania,Palau,2015,15-24,total,98.66%
Oceania,Palau,2015,25-64,female,98.11%
Oceania,Palau,2015,25-64,male,97.15%
Oceania,Palau,2015,25-64,total,97.59%
Oceania,Palau,2015,65+,female,81.35%
Oceania,Palau,2015,65+,male,89.56%
Oceania,Palau,2015,65+,total,84.72%
Oceania,Papua New Guinea,2010,15+,female,57.90%
Oceania,Papua New Guinea,2010,15+,male,65.29%
Oceania,Papua New Guinea,2010,15+,total,61.60%
Oceania,Papua New Guinea,2010,15-24,female,71.40%
Oceania,Papua New Guinea,2010,15-24,male,64.57%
Oceania,Papua New Guinea,2010,15-24,total,67.90%
Oceania,Papua New Guinea,2010,25-64,female,54.00%
Oceania,Papua New Guinea,2010,25-64,male,67.09%
Oceania,Papua New Guinea,2010,25-64,total,60.60%
Oceania,Papua New Guinea,2010,65+,female,26.80%
Oceania,Papua New Guinea,2010,65+,male,41.26%
Oceania,Papua New Guinea,2010,65+,total,33.00%
Oceania,Samoa,2011,15+,female,99.07%
Oceania,Samoa,2011,15+,male,98.88%
Oceania,Samoa,2011,15+,total,98.97%
Oceania,Samoa,2011,15-24,female,99.46%
Oceania,Samoa,2011,15-24,male,99.03%
Oceania,Samoa,2011,15-24,total,99.24%
Oceania,Samoa,2011,25-64,female,99.26%
Oceania,Samoa,2011,25-64,male,99.08%
Oceania,Samoa,2011,25-64,total,99.17%
Oceania,Samoa,2011,65+,female,96.32%
Oceania,Samoa,2011,65+,male,96.30%
Oceania,Samoa,2011,65+,total,96.31%
Oceania,Samoa,2018,15+,female,99.25%
Oceania,Samoa,2018,15+,male,98.96%
Oceania,Samoa,2018,15+,total,99.10%
Oceania,Samoa,2018,15-24,female,99.44%
Oceania,Samoa,2018,15-24,male,98.84%
Oceania,Samoa,2018,15-24,total,99.12%
Oceania,Samoa,2018,25-64,female,99.33%
Oceania,Samoa,2018,25-64,male,99.14%
Oceania,Samoa,2018,25-64,total,99.23%
Oceania,Samoa,2018,65+,female,98.02%
Oceania,Samoa,2018,65+,male,97.71%
Oceania,Samoa,2018,65+,total,97.88%
Oceania,Tonga,2011,15+,female,99.43%
Oceania,Tonga,2011,15+,male,99.34%
Oceania,Tonga,2011,15+,total,99.39%
Oceania,Tonga,2011,15-24,female,99.51%
Oceania,Tonga,2011,15-24,male,99.37%
Oceania,Tonga,2011,15-24,total,99.44%
Oceania,Tonga,2011,25-64,female,99.50%
Oceania,Tonga,2011,25-64,male,99.38%
Oceania,Tonga,2011,25-64,total,99.44%
Oceania,Tonga,2011,65+,female,98.84%
Oceania,Tonga,2011,65+,male,98.89%
Oceania,Tonga,2011,65+,total,98.86%
Oceania,Tonga,2018,15+,female,99.48%
Oceania,Tonga,2018,15+,male,99.35%
Oceania,Tonga,2018,15+,total,99.41%
Oceania,Tonga,2018,15-24,female,99.54%
Oceania,Tonga,2018,15-24,male,99.35%
Oceania,Tonga,2018,15-24,total,99.44%
Oceania,Tonga,2018,25-64,female,99.48%
Oceania,Tonga,2018,25-64,male,99.39%
Oceania,Tonga,2018,25-64,total,99.44%
Oceania,Tonga,2018,65+,female,99.26%
Oceania,Tonga,2018,65+,male,99.11%
Oceania,Tonga,2018,65+,total,99.19%
Oceania,Vanuatu,2014,15+,female,83.20%
Oceania,Vanuatu,2014,15+,male,86.18%
Oceania,Vanuatu,2014,15+,total,84.70%
Oceania,Vanuatu,2014,15-24,female,95.60%
Oceania,Vanuatu,2014,15-24,male,95.09%
Oceania,Vanuatu,2014,15-24,total,95.30%
Oceania,Vanuatu,2014,25-64,female,82.40%
Oceania,Vanuatu,2014,25-64,male,85.51%
Oceania,Vanuatu,2014,25-64,total,83.90%
Oceania,Vanuatu,2014,65+,female,35.80%
Oceania,Vanuatu,2014,65+,male,52.69%
Oceania,Vanuatu,2014,65+,total,44.20%
Oceania,Vanuatu,2018,15+,female,86.71%
Oceania,Vanuatu,2018,15+,male,88.31%
Oceania,Vanuatu,2018,15+,total,87.51%
Oceania,Vanuatu,2018,15-24,female,96.60%
Oceania,Vanuatu,2018,15-24,male,95.98%
Oceania,Vanuatu,2018,15-24,total,96.28%
Oceania,Vanuatu,2018,25-64,female,86.07%
Oceania,Vanuatu,2018,25-64,male,87.64%
Oceania,Vanuatu,2018,25-64,total,86.85%
Oceania,Vanuatu,2018,65+,female,43.22%
Oceania,Vanuatu,2018,65+,male,57.94%
Oceania,Vanuatu,2018,65+,total,50.89%
Sub-Saharan Africa,Angola,2014,15+,female,53.41%
Sub-Saharan Africa,Angola,2014,15+,male,79.97%
Sub-Saharan Africa,Angola,2014,15+,total,66.03%
Sub-Saharan Africa,Angola,2014,15-24,female,70.59%
Sub-Saharan Africa,Angola,2014,15-24,male,84.86%
Sub-Saharan Africa,Angola,2014,15-24,total,77.43%
Sub-Saharan Africa,Angola,2014,25-64,female,47.13%
Sub-Saharan Africa,Angola,2014,25-64,male,79.37%
Sub-Saharan Africa,Angola,2014,25-64,total,62.47%
Sub-Saharan Africa,Angola,2014,65+,female,11.44%
Sub-Saharan Africa,Angola,2014,65+,male,47.48%
Sub-Saharan Africa,Angola,2014,65+,total,27.03%
Sub-Saharan Africa,Benin,2012,15+,female,22.09%
Sub-Saharan Africa,Benin,2012,15+,male,44.96%
Sub-Saharan Africa,Benin,2012,15+,total,32.95%
Sub-Saharan Africa,Benin,2012,15-24,female,40.94%
Sub-Saharan Africa,Benin,2012,15-24,male,63.94%
Sub-Saharan Africa,Benin,2012,15-24,total,52.49%
Sub-Saharan Africa,Benin,2012,25-64,female,16.27%
Sub-Saharan Africa,Benin,2012,25-64,male,39.91%
Sub-Saharan Africa,Benin,2012,25-64,total,27.02%
Sub-Saharan Africa,Benin,2012,65+,female,1.36%
Sub-Saharan Africa,Benin,2012,65+,male,11.95%
Sub-Saharan Africa,Benin,2012,65+,total,7.03%
Sub-Saharan Africa,Benin,2018,15+,female,31.07%
Sub-Saharan Africa,Benin,2018,15+,male,53.98%
Sub-Saharan Africa,Benin,2018,15+,total,42.36%
Sub-Saharan Africa,Benin,2018,15-24,female,51.94%
Sub-Saharan Africa,Benin,2018,15-24,male,69.76%
Sub-Saharan Africa,Benin,2018,15-24,total,60.95%
Sub-Saharan Africa,Benin,2018,25-64,female,22.45%
Sub-Saharan Africa,Benin,2018,25-64,male,47.71%
Sub-Saharan Africa,Benin,2018,25-64,total,34.88%
Sub-Saharan Africa,Benin,2018,65+,female,2.27%
Sub-Saharan Africa,Benin,2018,65+,male,16.31%
Sub-Saharan Africa,Benin,2018,65+,total,8.22%
Sub-Saharan Africa,Botswana,2013,15+,female,87.45%
Sub-Saharan Africa,Botswana,2013,15+,male,86.12%
Sub-Saharan Africa,Botswana,2013,15+,total,86.82%
Sub-Saharan Africa,Botswana,2013,15-24,female,99.14%
Sub-Saharan Africa,Botswana,2013,15-24,male,95.75%
Sub-Saharan Africa,Botswana,2013,15-24,total,97.46%
Sub-Saharan Africa,Botswana,2013,25-64,female,87.17%
Sub-Saharan Africa,Botswana,2013,25-64,male,84.58%
Sub-Saharan Africa,Botswana,2013,25-64,total,85.96%
Sub-Saharan Africa,Botswana,2013,65+,female,36.91%
Sub-Saharan Africa,Botswana,2013,65+,male,43.53%
Sub-Saharan Africa,Botswana,2013,65+,total,39.62%
Sub-Saharan Africa,Botswana,2014,15+,female,88.70%
Sub-Saharan Africa,Botswana,2014,15+,male,86.74%
Sub-Saharan Africa,Botswana,2014,15+,total,87.70%
Sub-Saharan Africa,Botswana,2014,15-24,female,99.40%
Sub-Saharan Africa,Botswana,2014,15-24,male,95.94%
Sub-Saharan Africa,Botswana,2014,15-24,total,97.70%
Sub-Saharan Africa,Botswana,2014,25-64,female,88.50%
Sub-Saharan Africa,Botswana,2014,25-64,male,85.48%
Sub-Saharan Africa,Botswana,2014,25-64,total,87.00%
Sub-Saharan Africa,Botswana,2014,65+,female,37.90%
Sub-Saharan Africa,Botswana,2014,65+,male,44.45%
Sub-Saharan Africa,Botswana,2014,65+,total,40.70%
Sub-Saharan Africa,Burkina Faso,2014,15+,female,26.22%
Sub-Saharan Africa,Burkina Faso,2014,15+,male,44.38%
Sub-Saharan Africa,Burkina Faso,2014,15+,total,34.60%
Sub-Saharan Africa,Burkina Faso,2014,15-24,female,43.99%
Sub-Saharan Africa,Burkina Faso,2014,15-24,male,56.99%
Sub-Saharan Africa,Burkina Faso,2014,15-24,total,50.10%
Sub-Saharan Africa,Burkina Faso,2014,25-64,female,18.98%
Sub-Saharan Africa,Burkina Faso,2014,25-64,male,40.80%
Sub-Saharan Africa,Burkina Faso,2014,25-64,total,28.83%
Sub-Saharan Africa,Burkina Faso,2014,65+,female,2.08%
Sub-Saharan Africa,Burkina Faso,2014,65+,male,14.55%
Sub-Saharan Africa,Burkina Faso,2014,65+,total,8.39%
Sub-Saharan Africa,Burkina Faso,2018,15+,female,32.69%
Sub-Saharan Africa,Burkina Faso,2018,15+,male,50.07%
Sub-Saharan Africa,Burkina Faso,2018,15+,total,41.22%
Sub-Saharan Africa,Burkina Faso,2018,15-24,female,54.67%
Sub-Saharan Africa,Burkina Faso,2018,15-24,male,61.79%
Sub-Saharan Africa,Burkina Faso,2018,15-24,total,58.29%
Sub-Saharan Africa,Burkina Faso,2018,25-64,female,22.21%
Sub-Saharan Africa,Burkina Faso,2018,25-64,male,44.39%
Sub-Saharan Africa,Burkina Faso,2018,25-64,total,33.02%
Sub-Saharan Africa,Burkina Faso,2018,65+,female,4.14%
Sub-Saharan Africa,Burkina Faso,2018,65+,male,19.38%
Sub-Saharan Africa,Burkina Faso,2018,65+,total,10.13%
Sub-Saharan Africa,Burundi,2014,15+,female,54.66%
Sub-Saharan Africa,Burundi,2014,15+,male,69.69%
Sub-Saharan Africa,Burundi,2014,15+,total,61.57%
Sub-Saharan Africa,Burundi,2014,15-24,female,74.96%
Sub-Saharan Africa,Burundi,2014,15-24,male,85.29%
Sub-Saharan Africa,Burundi,2014,15-24,total,79.56%
Sub-Saharan Africa,Burundi,2014,25-64,female,46.45%
Sub-Saharan Africa,Burundi,2014,25-64,male,64.19%
Sub-Saharan Africa,Burundi,2014,25-64,total,54.74%
Sub-Saharan Africa,Burundi,2014,65+,female,14.09%
Sub-Saharan Africa,Burundi,2014,65+,male,37.52%
Sub-Saharan Africa,Burundi,2014,65+,total,24.93%
Sub-Saharan Africa,Burundi,2017,15+,female,61.22%
Sub-Saharan Africa,Burundi,2017,15+,male,76.30%
Sub-Saharan Africa,Burundi,2017,15+,total,68.38%
Sub-Saharan Africa,Burundi,2017,15-24,female,85.62%
Sub-Saharan Africa,Burundi,2017,15-24,male,91.03%
Sub-Saharan Africa,Burundi,2017,15-24,total,88.22%
Sub-Saharan Africa,Burundi,2017,25-64,female,51.99%
Sub-Saharan Africa,Burundi,2017,25-64,male,70.67%
Sub-Saharan Africa,Burundi,2017,25-64,total,60.80%
Sub-Saharan Africa,Burundi,2017,65+,female,16.99%
Sub-Saharan Africa,Burundi,2017,65+,male,46.50%
Sub-Saharan Africa,Burundi,2017,65+,total,30.79%
Sub-Saharan Africa,Cabo Verde,2012,15+,female,80.50%
Sub-Saharan Africa,Cabo Verde,2012,15+,male,90.47%
Sub-Saharan Africa,Cabo Verde,2012,15+,total,85.33%
Sub-Saharan Africa,Cabo Verde,2012,15-24,female,98.40%
Sub-Saharan Africa,Cabo Verde,2012,15-24,male,97.87%
Sub-Saharan Africa,Cabo Verde,2012,15-24,total,98.13%
Sub-Saharan Africa,Cabo Verde,2012,25-64,female,81.64%
Sub-Saharan Africa,Cabo Verde,2012,25-64,male,90.88%
Sub-Saharan Africa,Cabo Verde,2012,25-64,total,86.10%
Sub-Saharan Africa,Cabo Verde,2012,65+,female,20.62%
Sub-Saharan Africa,Cabo Verde,2012,65+,male,52.26%
Sub-Saharan Africa,Cabo Verde,2012,65+,total,33.20%
Sub-Saharan Africa,Cabo Verde,2015,15+,female,82.04%
Sub-Saharan Africa,Cabo Verde,2015,15+,male,91.69%
Sub-Saharan Africa,Cabo Verde,2015,15+,total,86.79%
Sub-Saharan Africa,Cabo Verde,2015,15-24,female,98.73%
Sub-Saharan Africa,Cabo Verde,2015,15-24,male,97.59%
Sub-Saharan Africa,Cabo Verde,2015,15-24,total,98.11%
Sub-Saharan Africa,Cabo Verde,2015,25-64,female,84.18%
Sub-Saharan Africa,Cabo Verde,2015,25-64,male,92.38%
Sub-Saharan Africa,Cabo Verde,2015,25-64,total,88.14%
Sub-Saharan Africa,Cabo Verde,2015,65+,female,22.69%
Sub-Saharan Africa,Cabo Verde,2015,65+,male,57.73%
Sub-Saharan Africa,Cabo Verde,2015,65+,total,36.82%
Sub-Saharan Africa,Cameroon,2010,15+,female,64.80%
Sub-Saharan Africa,Cameroon,2010,15+,male,78.33%
Sub-Saharan Africa,Cameroon,2010,15+,total,71.29%
Sub-Saharan Africa,Cameroon,2010,15-24,female,76.42%
Sub-Saharan Africa,Cameroon,2010,15-24,male,85.40%
Sub-Saharan Africa,Cameroon,2010,15-24,total,80.57%
Sub-Saharan Africa,Cameroon,2010,25-64,female,63.05%
Sub-Saharan Africa,Cameroon,2010,25-64,male,77.74%
Sub-Saharan Africa,Cameroon,2010,25-64,total,70.27%
Sub-Saharan Africa,Cameroon,2010,65+,female,11.96%
Sub-Saharan Africa,Cameroon,2010,65+,male,42.44%
Sub-Saharan Africa,Cameroon,2010,65+,total,26.12%
Sub-Saharan Africa,Cameroon,2018,15+,female,71.59%
Sub-Saharan Africa,Cameroon,2018,15+,male,82.63%
Sub-Saharan Africa,Cameroon,2018,15+,total,77.07%
Sub-Saharan Africa,Cameroon,2018,15-24,female,82.41%
Sub-Saharan Africa,Cameroon,2018,15-24,male,87.72%
Sub-Saharan Africa,Cameroon,2018,15-24,total,85.08%
Sub-Saharan Africa,Cameroon,2018,25-64,female,69.50%
Sub-Saharan Africa,Cameroon,2018,25-64,male,81.31%
Sub-Saharan Africa,Cameroon,2018,25-64,total,75.38%
Sub-Saharan Africa,Cameroon,2018,65+,female,25.28%
Sub-Saharan Africa,Cameroon,2018,65+,male,59.71%
Sub-Saharan Africa,Cameroon,2018,65+,total,40.60%
Sub-Saharan Africa,Central African Republic,2010,15+,female,24.36%
Sub-Saharan Africa,Central African Republic,2010,15+,male,50.71%
Sub-Saharan Africa,Central African Republic,2010,15+,total,36.75%
Sub-Saharan Africa,Central African Republic,2010,15-24,female,26.97%
Sub-Saharan Africa,Central African Republic,2010,15-24,male,48.86%
Sub-Saharan Africa,Central African Republic,2010,15-24,total,36.36%
Sub-Saharan Africa,Central African Republic,2010,25-64,female,23.18%
Sub-Saharan Africa,Central African Republic,2010,25-64,male,51.31%
Sub-Saharan Africa,Central African Republic,2010,25-64,total,37.03%
Sub-Saharan Africa,Central African Republic,2010,65+,female,17.26%
Sub-Saharan Africa,Central African Republic,2010,65+,male,55.55%
Sub-Saharan Africa,Central African Republic,2010,65+,total,35.72%
Sub-Saharan Africa,Central African Republic,2018,15+,female,25.76%
Sub-Saharan Africa,Central African Republic,2018,15+,male,49.51%
Sub-Saharan Africa,Central African Republic,2018,15+,total,37.40%
Sub-Saharan Africa,Central African Republic,2018,15-24,female,28.71%
Sub-Saharan Africa,Central African Republic,2018,15-24,male,47.80%
Sub-Saharan Africa,Central African Republic,2018,15-24,total,38.27%
Sub-Saharan Africa,Central African Republic,2018,25-64,female,24.53%
Sub-Saharan Africa,Central African Republic,2018,25-64,male,50.36%
Sub-Saharan Africa,Central African Republic,2018,25-64,total,37.21%
Sub-Saharan Africa,Central African Republic,2018,65+,female,18.49%
Sub-Saharan Africa,Central African Republic,2018,65+,male,54.52%
Sub-Saharan Africa,Central African Republic,2018,65+,total,32.80%
Sub-Saharan Africa,Chad,2015,15+,female,13.93%
Sub-Saharan Africa,Chad,2015,15+,male,38.92%
Sub-Saharan Africa,Chad,2015,15+,total,26.00%
Sub-Saharan Africa,Chad,2015,15-24,female,25.99%
Sub-Saharan Africa,Chad,2015,15-24,male,51.84%
Sub-Saharan Africa,Chad,2015,15-24,total,38.77%
Sub-Saharan Africa,Chad,2015,25-64,female,8.64%
Sub-Saharan Africa,Chad,2015,25-64,male,34.28%
